date,speaker,website,link,story_id,story,story_long,position
18.03,Максим Бурбак,Zaxid.net,http://zaxid.net/news/showNews.do?burbak_zakonoproekt_pro_spetskonfiskatsiyu_stosuyetsya_lishe_koruptsioneriv&objectId=1386113,34,"Законопроект про спецконфіскацію стосується лише корупціонерів та чиновників, які уникають слідства","Законопроект про спецконфіскацію стосується лише корупціонерів та чиновників, які уникають слідства",3
18.03,Народний фронт,Zaxid.net,http://zaxid.net/news/showNews.do?krayina_dosi_ne_pochula_alternativi_ninishnomu_uryadu_pora_viznachatisya__narodniy_front&objectId=1386148,36,Країна досі не почула альтернативи нинішньому уряду,Країна досі не почула альтернативи нинішньому уряду,3
18.05,Андрій Іванчук,Zaxid.net,http://zaxid.net/news/showNews.do?auktsion_maye_sformuvati_adekvatnu_tsinu_dlya_derzhavnih_pidpriyemstv__ivanchuk&objectId=1392131,86,Аукціон має сформувати адекватну ціну для державних підприємств,Аукціон має сформувати адекватну ціну для державних підприємств,3
18.05,Андрій Тетерук,Zaxid.net,http://zaxid.net/news/showNews.do?vibori_na_okupovanih_teritoriyah_yaki_proponuye_opoblok__tse_politichniy_i_pravoviy_nonsens__nf&objectId=1392111,87,"Вибори на окупованих територіях, які пропонує ""Опоблок"" - це політичний і правовий нонсенс","Вибори на окупованих територіях, які пропонує ""Опоблок"" - це політичний і правовий нонсенс",3
18.05,Максим Бурбак,Zaxid.net,http://zaxid.net/news/showNews.do?narodniy_front_vimagaye_ne_rozdilyati_pitannya_deokupatsiyi_krimu_i_donbasu__burbak&objectId=1392161,88,"""НФ"" вимагає не розділяти питання деокупації Криму і Донбасу","""Народний фронт"" вимагає не розділяти питання деокупації Криму і Донбасу",3
19.02,Павло Пинзеник,Zaxid.net,http://zaxid.net/news/showNews.do?u_narodnomu_fronti_zapevnyayut_shho_koalitsiya_dosi_isnuye&objectId=1383230,13,"У «Народному фронті» запевняють, що коаліція досі існує","У «Народному фронті» запевняють, що коаліція досі існує",3
19.03,Андрій Тетерук,Zaxid.net,http://zaxid.net/news/showNews.do?yakshho_prezident_i_bpp_viznachilisya_z_premyerom_voni_povinni_skazati_pro_tse_suspilstvu__teteruk&objectId=1386221,37,"Якщо Президент і БПП визначилися з кандидатом на посаду Прем’єра, вони чесно повинні сказати про це суспільству","Якщо Президент і його фракція визначилися з кандидатом на посаду Прем’єра, вони чесно повинні сказати про це суспільству",3
19.05,Сергій Пашинський,Zaxid.net,http://zaxid.net/news/showNews.do?poperedni_ministri_oboroni_vidchuzhuvali_ta_prodavali_oboronne_mayno__komitet_z_natsoboroni&objectId=1392238,90,Попередні міністри оборони відчужували та продавали оборонне майно,Попередні міністри оборони відчужували та продавали оборонне майно,3
19.07,Ігор Жданов,Zaxid.net,http://zaxid.net/news/showNews.do?mok_maye_vidstoroniti_zbirnu_rosiyi_vid_uchasti_v_olimpiadi__ministr&objectId=1398127,145,МОК має відсторонити збірну Росії від участі в Олімпіаді,МОК має відсторонити збірну Росії від участі в Олімпіаді,3
19.08,Народний фронт,Zaxid.net,http://zaxid.net/news/showNews.do?nf_vimagaye_vid_sbu_rozsliduvati_diyalnist_rosiyskoyi_propagandistki_stolyarovoyi__zayava&objectId=1401123,158,"""НФ"" вимагає від СБУ розслідувати діяльність російської пропагандистки Столярової","""Народний фронт"" вимагає від СБУ розслідувати діяльність російської пропагандистки Столярової",3
19.09,Арсеній Яценюк,Zaxid.net,http://zaxid.net/news/showNews.do?yatsenyuk_nf_zaklikaye_parlament_pidtrimati_zayavu_pro_nelegitimnist_derzhdumi_rf&objectId=1404104,181,"Сподіваюся, питання невизнання виборів до Держдуми РФ буде на завтрашньому порядку денному Ради","Сподіваюся, питання невизнання виборів до Держдуми РФ буде на завтрашньому порядку денному Ради",3
20.05,Леонід Ємець,Zaxid.net,http://zaxid.net/news/showNews.do?sudova_reforma_maye_skasuvati_spetsializovani_sudi_i_provesti_efektivnu_pereatestatsiyu_suddiv__nf&objectId=1392369,91,Судова реформа має скасувати спеціалізовані суди та провести ефективну переатестацію суддів,Судова реформа має скасувати спеціалізовані суди та провести ефективну переатестацію суддів,3
21.09,Максим Бурбак,Zaxid.net,http://zaxid.net/news/showNews.do?burbak_rozpoviv_pro_golovne_zavdannya_prezidenta_na_genasambleyi_oon&objectId=1404420,188,Головне завдання Президента на Генасамблеї ООН - використати всі можливості для захисту України й тиску на Росію,Головне завдання Президента на Генасамблеї ООН - використати всі можливості для захисту України й тиску на Росію,3
21.09,Леонід Ємець,Zaxid.net,http://zaxid.net/news/showNews.do?noviy_zakon_pro_spetskonfiskatsiyu_rozroblyali_spilno_uryad_i_narodni_deputati__yemets&objectId=1404323,189,Новий закон про спецконфіскацію розробляли спільно Уряд і народні депутати,Новий закон про спецконфіскацію розробляли спільно Уряд і народні депутати,3
22.01,Максим Бурбак,Zaxid.net,http://zaxid.net/news/showNews.do?narodniy_front_viklyuchiv_mozhlivist_vidstavki_avakova&objectId=1380072,2,"Інформація про нібито арешт у Житомирі члена ""НФ"" неправдива","Інформація про нібито арешт у Житомирі члена ""Народного фронту"" неправдива",3
22.02,Андрій Тетерук,Zaxid.net,http://zaxid.net/news/showNews.do?teteruk_pro_pozitsiyu_timoshenko_bezvidpovidalnist_politikiv_mozhe_koshtuvati_ukrayini_derzhavnosti&objectId=1383538,14,Безвідповідальність політиків може коштувати Україні державності,Безвідповідальність політиків може коштувати Україні державності,3
22.02,Павло Пинзеник,Zaxid.net,http://zaxid.net/news/showNews.do?postanova_pro_vidstavku_premyera_porushuye_konstitutsiyu_i_zakoni_ukrayini__pinzenik&objectId=1383560,15,Постанова про відставку прем’єра порушує Конституцію і закони України,Постанова про відставку прем’єра порушує Конституцію і закони України,3
22.06,Арсеній Яценюк,Zaxid.net,http://zaxid.net/news/showNews.do?ukrayinski_politiki_mayut_usvidomiti_istorichnu_vidpovidalnist_pered_narodom__yatsenyuk&objectId=1396157,116,Українські політики мають усвідомити історичну відповідальність перед народом,Українські політики мають усвідомити історичну відповідальність перед народом,3
22.06,Максим Бурбак,Zaxid.net,http://zaxid.net/news/showNews.do?narodniy_front_viklyuchiv_mozhlivist_vidstavki_avakova&objectId=1380072,118,«НФ» виключив можливість відставки Авакова,«Народний фронт» виключив можливість відставки Авакова,3
23.05,Євген Дейдей,Zaxid.net,http://zaxid.net/news/showNews.do?vibori_na_okupovanih_teritoriyah_nepripustimi__narodniy_front&objectId=1392618,93,Вибори на окупованих територіях неприпустимі,Вибори на окупованих територіях неприпустимі,3
23.07,Сергій Висоцький,Zaxid.net,http://zaxid.net/news/showNews.do?nadiya_savchenko_povtoryuye_tezi_putina__sergiy_visotskiy&objectId=1398485,148,Надія Савченко повторює тези Путіна,Надія Савченко повторює тези Путіна,3
23.08,Юрій Береза,Zaxid.net,http://zaxid.net/news/showNews.do?bereza_za_hamski_zayavi_shhodo_ministra_osviti_mer_chernigova_atroshenko_maye_vidpovidati_yak_cholovik&objectId=1401425,159,За хамські заяви щодо міністра освіти Лілії Гриневич мер Чернігова Атрошенко має відповідати як чоловік,За хамські заяви щодо міністра освіти Лілії Гриневич мер Чернігова Атрошенко має відповідати як чоловік,3
23.09,Вікторія Сюмар,Zaxid.net,http://zaxid.net/news/showNews.do?viktoriya_syumar_uryad_maye_dati_politichnu_otsinku_galmuvannyu_konfiskatsiyi_aktiviv_yanukovicha&objectId=1404579,191,Уряд має дати політичну оцінку гальмуванню конфіскації активів Януковича,Уряд має дати політичну оцінку гальмуванню конфіскації активів Януковича,3
24.02,Андрій Тетерук,Zaxid.net,http://zaxid.net/news/showNews.do?zayavi_batkivshhini_pro_bronezhileti_viyavilisya_vidvertoyu_provokatsiyeyu__teteruk&objectId=1383822,16,Заяви «Батьківщини» про бронежилети виявилися відвертою провокацією,Заяви «Батьківщини» про бронежилети виявилися відвертою провокацією,3
24.03,Вікторія Сюмар,Zaxid.net,http://zaxid.net/news/showNews.do?koalitsiya_maye_buti_sformovana_vinyatkovo_u_konstitutsiyniy_sposib__syumar&objectId=1387989,41,Коаліція має бути сформована винятково у конституційний спосіб ,Коаліція має бути сформована винятково у конституційний спосіб ,3
24.05,Андрій Тетерук,Zaxid.net,http://zaxid.net/news/showNews.do?masove_onovlennya_viyskovogo_flotu_neobhidne_i_potrebuye_istotnogo_zbilshennya_byudzhetnih_vitrat&objectId=1392731,95,Масове оновлення військового флоту необхідне і потребує істотного збільшення бюджетних витрат,Масове оновлення військового флоту необхідне і потребує істотного збільшення бюджетних витрат,3
24.05,Лілія Гриневич,Zaxid.net,http://zaxid.net/news/showNews.do?odne_iz_prioritetnih_zavdan_ministerstva__modernizatsiya_zmistu_osviti__grinevich&objectId=1392695,97,Одне із пріоритетних завдань міністерства - модернізація змісту освіти,Одне із пріоритетних завдань міністерства - модернізація змісту освіти,3
25.02,Сергій Висоцький,Zaxid.net,http://zaxid.net/news/showNews.do?deputati_narodnogo_frontu_vimagayut_zabrati_litsenziyu_v_intera&objectId=1383965,17,Депутати «Народного фронту» вимагають забрати ліцензію в «Інтера»,Депутати «Народного фронту» вимагають забрати ліцензію в «Інтера»,3
25.05,Наталія Кацер-Бучковська,Zaxid.net,http://zaxid.net/news/showNews.do?chim_zumovleniy_noviy_impuls_v_diversifikatsiyi_postachalnikiv_yadernogo_paliva&objectId=1392807,95,Новий імпульс в диверсифікації постачальників ядерного палива зумовлений успішною реалізацією енергетичної стратегії уряду Яценюка,Новий імпульс в диверсифікації постачальників ядерного палива зумовлений успішною реалізацією енергетичної стратегії уряду Яценюка,3
25.07,Арсеній Яценюк,Zaxid.net,http://zaxid.net/news/showNews.do?politichna_yednist_v_ukrayini_ne_lishe_potribna_vona__zhittyevo_vazhliva__yatsenyuk&objectId=1399330,149,"Політична єдність в Україні не лише потрібна, вона – життєво важлива","Політична єдність в Україні не лише потрібна, вона – життєво важлива",3
26.01,Максим Бурбак,Zaxid.net,http://zaxid.net/news/showNews.do?narodniy_front_pidtrimaye_zmini_do_konstitutsiyi_yakshho_rf_vikonaye_bazovi_printsipi_minskih_ugod&objectId=1380462,4,"«НФ» підтримає зміни до Конституції, якщо РФ виконає базові принципи Мінських угод","«Народний фронт» підтримає зміни до Конституції, якщо РФ виконає базові принципи Мінських угод",3
26.05,Ігор Гузь,Zaxid.net,http://zaxid.net/news/showNews.do?narodnogo_deputata_igorya_guzya_ne_pustili_do_pridnistrovya_na_zustrich_z_ukrayintsyami&objectId=1392948,96,Народного депутата Ігоря Гузя не пустили до Придністров’я на зустріч з українцями,Народного депутата Ігоря Гузя не пустили до Придністров’я на зустріч з українцями,3
26.09,Арсеній Яценюк,Zaxid.net,http://zaxid.net/news/showNews.do?yatsenyuk_pro_pidtrimku_komitetom_yevroparlamentu_bezvizu_z_ukrayinoyu_zrobleniy_shhe_odin_krok_do_meti&objectId=1404869,193,"Цей рух уперед має продовжуватися, - Арсеній Яценюк про підтримку комітетом Європарламенту ""безвізу"" з Україною","Цей рух уперед має продовжуватися, - Арсеній Яценюк про підтримку комітетом Європарламенту ""безвізу"" з Україною",3
27.09,Юрій Береза,Zaxid.net,http://zaxid.net/news/showNews.do?prihid_50_tisyach_kontraktnikiv_do_zbroynih_sil__rezultat_rishennya_poperednogo_uryadu__bereza&objectId=1404944,194,Прихід 50 тисяч контрактників до Збройних Сил – результат рішення попереднього Уряду,Прихід 50 тисяч контрактників до Збройних Сил – результат рішення попереднього Уряду,3
28.03,Георгій Логвинський,Zaxid.net,http://zaxid.net/news/showNews.do?ni_ya_ni_moyi_kolegi_ne_podavali_do_gpu_zayavi_shhodo_shabunina_i_yogo_tsentru__logvinskiy&objectId=1387065,44,"«Ні я, ні мої колеги не подавали до ГПУ заяви щодо Шабуніна і Центру протидії корупції»","«Ні я, ні мої колеги не подавали до ГПУ заяви щодо Шабуніна і Центру протидії корупції»",3
28.03,Ігор Гузь,Zaxid.net,http://zaxid.net/news/showNews.do?narodniy_front_ne_zalishit_derzhavu_z_timchasovim_uryadom_u_period_viyni__guz&objectId=1387092,45,"""НФ"" не залишить державу з тимчасовим урядом у період війни","""Народний фронт"" не залишить державу з тимчасовим урядом у період війни",3
28.03,Максим Бурбак,Zaxid.net,http://zaxid.net/news/showNews.do?narodniy_front_vistupaye_za_vidnovlennya_koalitsiyi_i_za_prodovzhennya_reform__burbak&objectId=1387064,46,«НФ» виступає за відновлення коаліції «Європейська Україна» і за продовження реформ Уряду Арсенія Яценюка,«Народний фронт» виступає за відновлення коаліції «Європейська Україна» і за продовження реформ Уряду Арсенія Яценюка,3
29.01,"""експерт""",Zaxid.net,http://zaxid.net/news/showNews.do?leshhenko_ye_znaryaddyam_poroshenka_proti_narodnogo_frontu__ekspert&objectId=1380871,5,Лещенко є знаряддям Порошенка проти «НФ»,Лещенко є знаряддям Порошенка проти «Народного фронту»,3
29.03,Леонід Ємець,Zaxid.net,http://zaxid.net/news/showNews.do?nam_potribna_efektivna_prokuratura_yaka_borotimetsya_z_koruptsiyeyu__yemets&objectId=1387184,48,"Нам потрібна ефективна прокуратура, яка боротиметься з корупцією ","Нам потрібна ефективна прокуратура, яка боротиметься з корупцією ",3
29.06,Арсеній Яценюк,Zaxid.net,http://zaxid.net/news/showNews.do?ukrayinski_politiki_mayut_usvidomiti_istorichnu_vidpovidalnist_pered_narodom__yatsenyuk&objectId=1396157,121,Український політикум має усвідомити історичну відповідальність перед українським народом,Український політикум має усвідомити історичну відповідальність перед українським народом,3
29.08,Андрій Помазанов,Zaxid.net,http://zaxid.net/news/showNews.do?andriy_pomazanov_kaplin_maye_buti_dopitaniy_u_spravi_zlochiniv_proti_maydanu&objectId=1402014,163,Каплін має бути допитаний у справі злочинів проти Майдану і притягнутий до відповідальності за приналежність до банди Януковича,Каплін має бути допитаний у справі злочинів проти Майдану і притягнутий до відповідальності за приналежність до банди Януковича,3
29.09,Арсеній Яценюк,Zaxid.net,http://zaxid.net/news/showNews.do?yatsenyuk_u_rokovini_babinogo_yaru_mayemo_pamyatati_shhob_zahistiti_zhittya_i_lyudsku_gidnist&objectId=1405119,197,"Яценюк та представники ""НФ"" взяли участь у церемонії з ушанування пам’яті жертв Бабиного Яру","Арсеній Яценюк та представники ""Народного фронту"" взяли участь у церемонії з ушанування пам’яті жертв Бабиного Яру",3
30.03,Сергій Висоцький,Zaxid.net,http://zaxid.net/news/showNews.do?cherez_rozbirki_mizh_demokratami_bagato_hto_zabuvaye_pro_zovnishnogo_voroga__visotskiy&objectId=1387305,49,Через з’ясування стосунків між демократами багато хто забуває про зовнішнього ворога,Через з’ясування стосунків між демократами багато хто забуває про зовнішнього ворога,3
30.06,Арсеній Яценюк,Zaxid.net,http://zaxid.net/news/showNews.do?yatsenyuk_pislya_zustrichi_z_liptonom_bula_visoko_otsinena_robota_provedena_ukrayinoyu_za_25_roki&objectId=1396266,122,"Була високо оцінена робота, проведена Україною за 2,5 роки","Була високо оцінена робота, проведена Україною за 2,5 роки",3
30.06,Арсеній Яценюк,Zaxid.net,http://zaxid.net/news/showNews.do?u_mvf_visoko_otsinili_robotu_provedenu_ukrayinoyu_za_dva_z_polovinoyu_roki__arseniy_yatsenyuk&objectId=1396262,122,"Була високо оцінена робота, проведена Україною за 2,5 роки","Була високо оцінена робота, проведена Україною за 2,5 роки",3
01.03,Леонід Ємець,ipress.ua,http://ipress.ua/news/parlament_povynen_negayno_vypravyty_pomylky_zakonu_pro_spravedlyvyy_sud__yemets_156477.html,19,"Парламент має уможливити покарання суддів, що судили активістів Євромайдану","Парламент має негайно виправити помилку, через яку неможливо покарати суддів, що судили активістів Євромайдану",4
01.07,Арсеній Яценюк,ipress.ua,http://ipress.ua/news/ochikuyu_shcho_v_desyatyrichniy_perspektyvi_ukraina_ne_kupuvatyme_gaz_ni_v_rosii_ni_v_yevropy__yatsenyuk_171879.html,124,"Очікую, що в десятирічній перспективі Україна не купуватиме газ ні в Росії, ні в Європи","Очікую, що в десятирічній перспективі Україна не купуватиме газ ні в Росії, ні в Європи",4
02.09,Микола Княжицький,ipress.ua,http://ipress.ua/news/putin_shukaie_soyuznykiv_dlya_rozkolu_ukrainy__knyazhytskyy_178954.html,166,Путін шукає союзників для розколу України,Путін шукає союзників для розколу України,4
03.03,Георгій Логвинський,ipress.ua,http://ipress.ua/news/uryad_maie_vybyty_z_gazpromu_vsi_borgy_za_tranzyt__logvinskyy_156778.html,20,"Уряд має вибити з ""Газпрому"" всі борги за транзит і використати їх на потреби держави і українців","Уряд має вибити з ""Газпрому"" всі борги за транзит і використати їх на потреби держави і українців",4
04.01,Максим Бурбак,ipress.ua,http://ipress.ua/news/narodnyy_front_initsiyuie_rozsliduvannya_intsydentu_z_vnesennyam_skandalnoi_popravky_v_derzhbyudzhet__burbak_150259.html,1,«НФ» ініціює розслідування інциденту з внесенням скандальної поправки до бюджету,«Народний фронт» ініціює розслідування інциденту з внесенням скандальної поправки до бюджету,4
04.07,Максим Бурбак,ipress.ua,http://ipress.ua/ru/news/batkyvshchyna_dolzhna_nakonets_progolosovat_za_konfyskatsyyu_deneg_yanukovycha_na_nuzhdi_fronta__burbak_172208.html,128,"""НФ"" вимагає негайно ухвалити закон про спецконфіскацію","""Народний фронт"" вимагає негайно ухвалити закон про спецконфіскацію",4
04.07,Максим Бурбак,ipress.ua,http://ipress.ua/news/u_verhovniy_radi_diie_lobi_yake_vidstoyuie_koshty_yanukovycha__burbak_172275.html,129,"У Верховній Раді діє лобі, яке відстоює кошти Януковича","У Верховній Раді діє лобі, яке відстоює кошти Януковича",4
04.07,Михайло Хміль,ipress.ua,http://ipress.ua/ru/news/narodniy_front_trebuet_rasshyrenyya_sanktsyy_protyv_rossyy__hmel_172176.html,130,"""НФ"" вимагає розширення санкцій проти Росії","""Народний фронт"" вимагає розширення санкцій проти Росії",4
05.05,Максим Бурбак,ipress.ua,http://ipress.ua/news/na_remont_dorig_spryamuyut_19_milyardiv_zavdyaky_poperednomu_uryadu__burbak_164567.html,72,На ремонт доріг спрямують 19 мільярдів завдяки попередньому Уряду,На ремонт доріг спрямують 19 мільярдів завдяки попередньому Уряду,4
05.07,Андрій Тетерук,ipress.ua,http://ipress.ua/news/onyshchenka_kryshuvala_odna_z_parlamentskyh_fraktsiy__teteruk_172313.html,131,"Онищенка ""кришувала"" одна з парламентських фракцій","Онищенка ""кришувала"" одна з парламентських фракцій",4
05.09,Максим Бурбак,ipress.ua,http://ipress.ua/news/u_kerivnykiv_batkivshchyny_ta_opobloku_odnakovi_tezy__burbak_179298.html,169,"У керівників ""Батьківщини"" та Опоблоку однакові тези","У керівників ""Батьківщини"" та Опоблоку однакові тези",4
08.07,Данило Лубківський,ipress.ua,http://ipress.ua/ru/news/ukrayna_dolzhna_postavyt_vopros_ob_otkritosty_dlya_nee_dvery_nato__lubkyvskyy_172712.html,135,Україна повинна підіймати питання членства в НАТО,Україна повинна підіймати питання членства в НАТО,4
08.07,Констянтин Матейченко,ipress.ua,http://ipress.ua/ru/news/tymoshenko_vzyalas_dyskredytyrovat_nashyh_voennih_pered_vozmozhnim_nastuplenyem_rossyy__mateychenko_172732.html,136,Тимошенко взялася дискредитувати наших військових перед можливим наступом Росії,Тимошенко взялася дискредитувати наших військових перед можливим наступом Росії,4
08.09,Юрій Береза,ipress.ua,http://ipress.ua/news/deputaty_narodnogo_frontu_vruchyly_kaplinu_i_ko_balalayky__video_179666.html,176,"Депутати ""Народного фронту"" вручили Капліну і Ко балалайки","Депутати ""Народного фронту"" вручили Капліну і Ко балалайки",4
09.08,Вікторія Сюмар,ipress.ua,http://ipress.ua/ru/news/profylniy_komytet_rassmotryt_sytuatsyyu_s_soglasovanyem_syuzhetov_s_separatystamy__syumar_176504.html,152,Профільний комітет на своєму засіданні розгляне скандальну ситуацію з узгодженням сюжетів з сепаратистами на українському телебаченні,Профільний комітет на своєму засіданні розгляне скандальну ситуацію з узгодженням сюжетів з сепаратистами на українському телебаченні,4
10.05,Микола Княжицький,ipress.ua,http://ipress.ua/ru/news/rossyyskaya_propaganda_y_nezakonniy_turyzm_na_okkupyrovannih_terrytoryyah_ukrayni_dolzhni_prekratytsya_165087.html,74,Російську пропаганду в Україні слід припинити,Російську пропаганду в Україні слід припинити,4
10.06,Леонід Ємець,ipress.ua,http://ipress.ua/ru/news/reshenye_ks_o_neogranychennih_sudeyskyh_pensyyah_budet_stoyt_ukrayntsam_desyatky_myllyonov_gryven__emets_169338.html,101,Рішення КС про необмежені суддівські пенсії коштуватиме українцям десятків мільйонів гривень щороку,Рішення КС про необмежені суддівські пенсії коштуватиме українцям десятків мільйонів гривень щороку,4
11.07,Арсеній Яценюк,ipress.ua,http://ipress.ua/news/dlya_vstupu_u_nato_ukraina_maie_prodovzhyty_reformu_armii_ta_borotys_iz_populistamy__yatsenyuk_173070.html,137,Для вступу у НАТО Україна має продовжити реформу армії та боротись із популістами,Для вступу у НАТО Україна має продовжити реформу армії та боротись із популістами,4
12.05,Народний фронт,ipress.ua,http://ipress.ua/ru/news/dyrektor_evropeyskogo_departamenta_mvf_pravytelstvo_yatsenyuka_ochen_horosho_rukovodyl_sytuatsyey_165408.html,79,Директор Європейського Департаменту МВФ: уряд Яценюка дуже добре керував ситуацією,Директор Європейського Департаменту МВФ: уряд Яценюка дуже добре керував ситуацією,4
12.05,Сергій Висоцький,ipress.ua,http://ipress.ua/news/obshuky_i_areshty_krymskyh_tatar_u_bahchysarai__tse_prodovzhennya_rosiieyu_stalinskyh_represiy__vysotskyy_165423.html,80,Обшуки та арешти кримських татар — це продовження Росією сталінських репресій,Обшуки та арешти кримських татар у Бахчисараї — це продовження Росією сталінських репресій,4
13.04,Дмитро Сторожук,ipress.ua,http://ipress.ua/news/marionetky_prorosiyskyh_oligarhiv_vedut_brudnu_kampaniyu_proty_arseniya_yatsenyuka__deputaty_nf_161812.html,62,Проросійські олігархи руками маріонеток ведуть брудну кампанію проти Арсенія Яценюка,Проросійські олігархи руками маріонеток ведуть брудну кампанію проти Арсенія Яценюка,4
13.06,Максим Бурбак,ipress.ua,http://ipress.ua/news/deputaty_mayut_progolosuvaty_za_konfiskatsiyu_groshey_yanukovycha_yaki_pidut_na_finansuvannya_armii__burbak_169637.html,105,"Депутати мають проголосувати за конфіскацію грошей Януковича, які підуть на фінансування армії","Депутати мають проголосувати за конфіскацію грошей Януковича, які підуть на фінансування армії",4
14.06,Народний фронт,ipress.ua,http://ipress.ua/news/postanova_regionaliv_proty_petrenka__naykrashcha_otsinka_yogo_efektyvnyh_diy__zayava_narodnogo_frontu_169946.html,107,Постанова «регіоналів» проти Петренка – найкраща оцінка його ефективних дій,Постанова «регіоналів» проти Петренка – найкраща оцінка його ефективних дій,4
14.07,Юрій Береза,ipress.ua,http://ipress.ua/ru/news/leshchenko_takzhe_vzyalsya_za_dyskredytatsyyu_ukraynskyh_voennih__bereza_173453.html,143,Лещенко також взявся за дискредитацію українських військових,Лещенко також взявся за дискредитацію українських військових,4
15.03,Тетяна Чорновол,ipress.ua,http://ipress.ua/news/nf_blokuvatyme_trybunu_rady_poky_ne_rozglyanut_zakon_pro_povernennya_groshey_yanukovycha__chorovol_158082.html,29,"""НФ"" блокуватиме трибуну Ради, поки не розглянуть закон про повернення грошей Януковича","""Народний фронт"" блокуватиме трибуну Ради, поки не розглянуть закон про повернення грошей Януковича",4
15.06,Леонід Ємець,ipress.ua,http://ipress.ua/ru/news/protyvnyky_zakona_o_lyustratsyy_hotyat_vernut_v_ukraynu_yanukovycha_y_ego_posobnykov__emets_169962.html,109,Противники закону про люстрацію хочуть повернути в Україну Януковича і його посібників,Противники закону про люстрацію хочуть повернути в Україну Януковича і його посібників,4
15.09,Андрій Помазанов,ipress.ua,http://ipress.ua/news/sbu_maie_negayno_rozsliduvaty_diyalnist_rosiyskyh_propagandystiv_v_ukraini__pomazanov_180603.html,178,СБУ має негайно розслідувати діяльність російських пропагандистів в Україні,СБУ має негайно розслідувати діяльність російських пропагандистів в Україні,4
16.06,Максим Бурбак,ipress.ua,http://ipress.ua/news/nf_vymagaie_konfiskuvaty_milyardy_yanukovycha_inakshe_z_nyh_znimut_aresht_i_vyvedut_v_ofshory__burbak_170214.html,111,"«НФ» вимагає конфіскувати мільярди Януковича, інакше з них знімуть арешт і виведуть в офшори","«Народний фронт» вимагає конфіскувати мільярди Януковича, інакше з них знімуть арешт і виведуть в офшори",4
16.08,Арсеній Яценюк,ipress.ua,http://ipress.ua/news/ochikuiemo_shcho_ukraina_otrymaie_transh_mvf_ta_dopomogu_yes_i_ssha_dlya_stabilizatsii_ekonomiky__yatsenyuk_177203.html,155,"Очікуємо, що Україна отримає транш МВФ та допомогу ЄС і США для стабілізації економіки","Очікуємо, що Україна отримає транш МВФ та допомогу ЄС і США для стабілізації економіки",4
17.03,Дмитро Сторожук,ipress.ua,http://ipress.ua/news/narodnyy_front_progolosuie_za_vidstavku_shokina__storozhuk_158435.html,31,«НФ» проголосує за відставку Шокіна,«Народний фронт» проголосує за відставку Шокіна,4
17.06,Леонід Ємець,ipress.ua,http://ipress.ua/news/narodnyy_front_rozroblyaie_zakonoproekt_pro_vidkryti_vyborchi_spysky__yemets_170365.html,114,"""НФ"" розробляє законопроект про відкриті виборчі списки","""Народний фронт"" розробляє законопроект про відкриті виборчі списки",4
17.08,Арсеній Яценюк,ipress.ua,http://ipress.ua/news/vidpovid_na_rosiysku_agresiyu__zhorstka_dyplomatychna_pozytsiya_sanktsii_i_sylni_zbroyni_syly__yatsenyuk_177278.html,156,"Відповідь на російську агресію - жорстка дипломатична позиція, санкції і сильні Збройні Сили","Відповідь на російську агресію - жорстка дипломатична позиція, санкції і сильні Збройні Сили",4
18.03,Максим Бурбак,ipress.ua,http://ipress.ua/news/chutkamy_pro_vidstavku_yatsenyuka_vidvolikayut_uvagu_vid_provalu_vidstavky_shokina__burbak_158555.html,33,Чутками про відставку Яценюка відволікають увагу від провалу відставки Шокіна,Чутками про відставку Яценюка відволікають увагу від провалу відставки Шокіна,4
18.03,Максим Бурбак,ipress.ua,http://ipress.ua/news/spetskonfiskatsii_stosuvatymutsya_lyshe_koruptsioneriv_ta_chynovnykiv_yaki_unykayut_slidstva__burbak_158539.html,34,"Законопроект про спецконфіскацію стосується лише корупціонерів та чиновників, які уникають слідства","Законопроект про спецконфіскацію стосується лише корупціонерів та чиновників, які уникають слідства",4
18.05,Андрій Іванчук,ipress.ua,http://ipress.ua/news/auktsion_maie_sformuvaty_adekvatnu_tsinu_dlya_derzhavnyh_pidpryiemstv__ivanchuk_166167.html,86,Аукціон має сформувати адекватну ціну для державних підприємств,Аукціон має сформувати адекватну ціну для державних підприємств,4
18.05,Андрій Тетерук,ipress.ua,http://ipress.ua/news/vybory_na_okupovanyh_terytoriyah_yaki_proponuie_opoblok__tse_politychnyy_i_pravovyy_nonsens__teteruk_166141.html,87,"Вибори на окупованих територіях, які пропонує ""Опоблок"" - це політичний і правовий нонсенс","Вибори на окупованих територіях, які пропонує ""Опоблок"" - це політичний і правовий нонсенс",4
19.02,Павло Пинзеник,ipress.ua,http://ipress.ua/news/u_narodnomu_fronti_vvazhayut_shcho_koalitsiya_dosi_isnuie_155245.html,13,"У «Народному фронті» запевняють, що коаліція досі існує","У «Народному фронті» запевняють, що коаліція досі існує",4
19.07,Ігор Жданов,ipress.ua,http://ipress.ua/news/mok_maie_vidstoronyty_zbirnu_rosii_vid_uchasti_v_olimpiadi__ministr_174103.html,145,МОК має відсторонити збірну Росії від участі в Олімпіаді,МОК має відсторонити збірну Росії від участі в Олімпіаді,4
